id,zonepolygon
33854,"POLYGON ((-68.96007865052826 18.42000525342536, -68.95870535951263 18.41441680815978, -68.95276158433563 18.413643165733976, -68.95257919412262 18.420727971707162, -68.96007865052826 18.42000525342536))"
13483,"POLYGON ((-68.75061040742395 18.632516366811373, -68.73001104218957 18.642601243605885, -68.71730810029504 18.650733772593888, -68.69087224824426 18.650408478913594, -68.6654663644552 18.632353702602725, -68.70208892149401 18.614667845970327, -68.69608077330065 18.588962273913268, -68.70020064634753 18.574155405104293, -68.72062835020495 18.580013221276115, -68.73642119688463 18.60002590728705, -68.75115600503369 18.619468409004163, -68.75061040742395 18.632516366811373))"
13488,"POLYGON ((-69.06183000146694 18.994348287333914, -69.02784104883023 18.995646798529894, -69.0209745937521 18.969349973129123, -69.06183000146694 18.961557524101078, -69.06183000146694 18.994348287333914))"
13485,"POLYGON ((-68.50144692573302 18.7193335876643, -68.57423134956115 18.749570918510233, -68.63465615424866 18.83131461748513, -68.60925027045744 18.847886031245373, -68.47846978220694 18.74708611368344, -68.50144692573302 18.7193335876643))"
13487,"POLYGON ((-69.3484668211886 18.425459842310946, -69.36048311757531 18.456237866357284, -69.40254015492883 18.461122759851325, -69.44202227162805 18.475125350545746, -69.45730013417688 18.46177406847991, -69.45901674794641 18.43799970275377, -69.44356722402063 18.40901006770259, -69.35533327626672 18.419108135536142, -69.3484668211886 18.425459842310946))"
13486,"POLYGON ((-70.73215060042259 19.839329137860002, -70.74519686507102 19.810261350618397, -70.67153705620262 19.760425758145875, -70.63514484428856 19.736190965876972, -70.58021320366356 19.732313057681818, -70.51231968582908 19.733361975287988, -70.46425450028221 19.75307356836368, -70.38752186478415 19.725767515570062, -70.37756550492087 19.74467220335886, -70.46099293412009 19.788774432763194, -70.5130063313369 19.79248944781575, -70.60810673416887 19.783767101431835, -70.73215060042259 19.839329137860002))"
13492,"POLYGON ((-69.87896719574638 18.465068191448996, -69.68361654877373 18.449354982987128, -69.65117254852959 18.469301556008226, -69.79490027814855 18.555889806086746, -69.92403679072652 18.49549364862565, -69.96643715083394 18.479213392390744, -69.9688953775713 18.46345696234796, -69.98074001258107 18.43789149453061, -70.00065273230763 18.415905407271772, -69.93792168888051 18.430717457932708, -69.87896719574638 18.465068191448996))"
13480,"POLYGON ((-69.5971953721546 18.446121511361444, -69.59298966841925 18.455728902507442, -69.59195970015753 18.461265121045408, -69.60217355208624 18.469487704255492, -69.61212991194952 18.465172932497275, -69.64697717147101 18.472499839081472, -69.68663094954718 18.44783134062511, -69.6729838700794 18.4050805062812, -69.6270215364002 18.399827528185458, -69.630047068169 18.436737502547572, -69.62740777449835 18.441724729392835, -69.61024163680304 18.445551564491375, -69.5971953721546 18.446121511361444))"
13491,"POLYGON ((-68.47881372421978 18.746673661048334, -68.50147302597759 18.71919971068654, -68.46611078232525 18.677085999916656, -68.44259317368267 18.664238421101356, -68.46611078232525 18.5698846613185, -68.40218720361588 18.45850099130973, -68.30628155134616 18.59154067243961, -68.34753333926199 18.65601822988753, -68.47881372421978 18.746673661048334))"
13482,"POLYGON ((-69.21580370219448 19.289578721360762, -69.59981020243862 19.349192865154006, -69.60822160990932 19.295857049857002, -69.48136385234096 19.191281418274343, -69.31901510508754 19.188403735847086, -69.1911702946017 19.244124548143457, -69.19383104594448 19.297517728728902, -69.2061906650851 19.300758029220496, -69.21580370219448 19.289578721360762))"
13489,"POLYGON ((-69.19810592280135 18.44665406594431, -69.18377219782576 18.449015246939, -69.18317138300642 18.436231913809497, -69.1858321343492 18.421248962927507, -69.20076667414412 18.427030582356927, -69.19810592280135 18.44665406594431))"
13484,"POLYGON ((-68.80130077597101 18.369985886587003, -68.87683178183039 18.43969885632735, -68.89159466024836 18.469334595220168, -68.94549633261164 18.46966023425826, -68.99218822714289 18.456959853804594, -69.0203406929632 18.46868331528951, -69.03922344442805 18.46021645121646, -69.05192638632258 18.43546476188011, -69.0199973702093 18.390186005479116, -68.96515156027277 18.403787171165646, -68.95891274210413 18.414173116445422, -68.96009693738421 18.42002559155494, -68.952540484037 18.420722543881816, -68.95310575958689 18.406862809823977, -68.80713726278742 18.323060359076983, -68.80130077597101 18.369985886587003))"
96241,"POLYGON ((-69.40446685328186 18.427667, -69.40457778562725 18.4279210817838, -69.4048456 18.428026325904604, -69.40511341437275 18.4279210817838, -69.40522434671814 18.427667, -69.40511341437275 18.4274129182162, -69.4048456 18.427307674095395, -69.40457778562725 18.4274129182162, -69.40446685328186 18.427667))"
96227,"POLYGON ((-69.91214814858671 18.475129, -69.9122591115966 18.4753830817838, -69.912527 18.475488325904603, -69.9127948884034 18.4753830817838, -69.91290585141329 18.475129, -69.9127948884034 18.474874918216198, -69.912527 18.474769674095395, -69.9122591115966 18.474874918216198, -69.91214814858671 18.475129))"
96244,"POLYGON ((-69.61145579579981 18.447244987844, -69.61156674078298 18.447499069627803, -69.611834585666 18.447604313748606, -69.61210243054903 18.447499069627803, -69.61221337553219 18.447244987844, -69.61210243054903 18.4469909060602, -69.611834585666 18.446885661939397, -69.61156674078298 18.4469909060602, -69.61145579579981 18.447244987844))"
96214,"POLYGON ((-68.83434076254122 18.35211488158, -68.83445164626535 18.3523689633638, -68.834719343256 18.352474207484605, -68.83498704024665 18.3523689633638, -68.83509792397078 18.35211488158, -68.83498704024665 18.3518607997962, -68.834719343256 18.351755555675396, -68.83445164626535 18.3518607997962, -68.83434076254122 18.35211488158))"
96212,"POLYGON ((-68.82912141668747 18.3533, -68.82923230117247 18.353554081783802, -68.8295 18.353659325904605, -68.82976769882752 18.353554081783802, -68.82987858331252 18.3533, -68.82976769882752 18.3530459182162, -68.8295 18.352940674095397, -68.82923230117247 18.3530459182162, -68.82912141668747 18.3533))"
96236,"POLYGON ((-69.91140986640926 18.467970295559, -69.91152082478806 18.4682243773428, -69.911788702011 18.468329621463603, -69.91205657923393 18.4682243773428, -69.91216753761273 18.467970295559, -69.91205657923393 18.467716213775198, -69.911788702011 18.467610969654395, -69.91152082478806 18.467716213775198, -69.91140986640926 18.467970295559))"
97974,"POLYGON ((-69.92651445346145 18.475699, -69.92662541684017 18.4759530817838, -69.926893306134 18.476058325904603, -69.92716119542784 18.4759530817838, -69.92727215880656 18.475699, -69.92716119542784 18.475444918216198, -69.926893306134 18.475339674095395, -69.92662541684017 18.475444918216198, -69.92651445346145 18.475699))"
96226,"POLYGON ((-69.8975761753764 18.462998, -69.89768713053977 18.4632520817838, -69.897955 18.463357325904603, -69.89822286946023 18.4632520817838, -69.89833382462359 18.462998, -69.89822286946023 18.462743918216198, -69.897955 18.462638674095395, -69.89768713053977 18.462743918216198, -69.8975761753764 18.462998))"
96243,"POLYGON ((-69.41221330952429 18.426382310374, -69.41232424104096 18.4266363921578, -69.412592053413 18.426741636278603, -69.41285986578502 18.4266363921578, -69.4129707973017 18.426382310374, -69.41285986578502 18.426128228590198, -69.412592053413 18.426022984469395, -69.41232424104096 18.426128228590198, -69.41221330952429 18.426382310374))"
96235,"POLYGON ((-69.90973887243348 18.457895452374, -69.90984982429826 18.4581495341578, -69.910117685795 18.458254778278604, -69.91038554729174 18.4581495341578, -69.91049649915652 18.457895452374, -69.91038554729174 18.4576413705902, -69.910117685795 18.457536126469396, -69.90984982429826 18.4576413705902, -69.90973887243348 18.457895452374))"
