id,zonepolygon
33854,"POLYGON ((-68.96007865052826 18.42000525342536, -68.95870535951263 18.41441680815978, -68.95276158433563 18.413643165733976, -68.95257919412262 18.420727971707162, -68.96007865052826 18.42000525342536))"
13483,"POLYGON ((-68.75061040742395 18.632516366811373, -68.73001104218957 18.642601243605885, -68.71730810029504 18.650733772593888, -68.69087224824426 18.650408478913594, -68.6654663644552 18.632353702602725, -68.70208892149401 18.614667845970327, -68.69608077330065 18.588962273913268, -68.70020064634753 18.574155405104293, -68.72062835020495 18.580013221276115, -68.73642119688463 18.60002590728705, -68.75115600503369 18.619468409004163, -68.75061040742395 18.632516366811373))"
13488,"POLYGON ((-69.06183000146694 18.994348287333914, -69.02784104883023 18.995646798529894, -69.0209745937521 18.969349973129123, -69.06183000146694 18.961557524101078, -69.06183000146694 18.994348287333914))"
13485,"POLYGON ((-68.50144692573302 18.7193335876643, -68.57423134956115 18.749570918510233, -68.63465615424866 18.83131461748513, -68.60925027045744 18.847886031245373, -68.47846978220694 18.74708611368344, -68.50144692573302 18.7193335876643))"
13487,"POLYGON ((-69.3484668211886 18.425459842310946, -69.36048311757531 18.456237866357284, -69.40254015492883 18.461122759851325, -69.44202227162805 18.475125350545746, -69.45730013417688 18.46177406847991, -69.45901674794641 18.43799970275377, -69.44356722402063 18.40901006770259, -69.35533327626672 18.419108135536142, -69.3484668211886 18.425459842310946))"
13486,"POLYGON ((-70.73215060042259 19.839329137860002, -70.74519686507102 19.810261350618397, -70.67153705620262 19.760425758145875, -70.63514484428856 19.736190965876972, -70.58021320366356 19.732313057681818, -70.51231968582908 19.733361975287988, -70.46425450028221 19.75307356836368, -70.38752186478415 19.725767515570062, -70.37756550492087 19.74467220335886, -70.46099293412009 19.788774432763194, -70.5130063313369 19.79248944781575, -70.60810673416887 19.783767101431835, -70.73215060042259 19.839329137860002))"
13492,"POLYGON ((-69.87896719574638 18.465068191448996, -69.68361654877373 18.449354982987128, -69.65117254852959 18.469301556008226, -69.79490027814855 18.555889806086746, -69.92403679072652 18.49549364862565, -69.96643715083394 18.479213392390744, -69.9688953775713 18.46345696234796, -69.98074001258107 18.43789149453061, -70.00065273230763 18.415905407271772, -69.93792168888051 18.430717457932708, -69.87896719574638 18.465068191448996))"
13480,"POLYGON ((-69.5971953721546 18.446121511361444, -69.59298966841925 18.455728902507442, -69.59195970015753 18.461265121045408, -69.60217355208624 18.469487704255492, -69.61212991194952 18.465172932497275, -69.64697717147101 18.472499839081472, -69.68663094954718 18.44783134062511, -69.6729838700794 18.4050805062812, -69.6270215364002 18.399827528185458, -69.630047068169 18.436737502547572, -69.62740777449835 18.441724729392835, -69.61024163680304 18.445551564491375, -69.5971953721546 18.446121511361444))"
13491,"POLYGON ((-68.47881372421978 18.746673661048334, -68.50147302597759 18.71919971068654, -68.46611078232525 18.677085999916656, -68.44259317368267 18.664238421101356, -68.46611078232525 18.5698846613185, -68.40218720361588 18.45850099130973, -68.30628155134616 18.59154067243961, -68.34753333926199 18.65601822988753, -68.47881372421978 18.746673661048334))"
13482,"POLYGON ((-69.21580370219448 19.289578721360762, -69.59981020243862 19.349192865154006, -69.60822160990932 19.295857049857002, -69.48136385234096 19.191281418274343, -69.31901510508754 19.188403735847086, -69.1911702946017 19.244124548143457, -69.19383104594448 19.297517728728902, -69.2061906650851 19.300758029220496, -69.21580370219448 19.289578721360762))"
13489,"POLYGON ((-69.19810592280135 18.44665406594431, -69.18377219782576 18.449015246939, -69.18317138300642 18.436231913809497, -69.1858321343492 18.421248962927507, -69.20076667414412 18.427030582356927, -69.19810592280135 18.44665406594431))"
13484,"POLYGON ((-68.80130077597101 18.369985886587003, -68.87683178183039 18.43969885632735, -68.89159466024836 18.469334595220168, -68.94549633261164 18.46966023425826, -68.99218822714289 18.456959853804594, -69.0203406929632 18.46868331528951, -69.03922344442805 18.46021645121646, -69.05192638632258 18.43546476188011, -69.0199973702093 18.390186005479116, -68.96515156027277 18.403787171165646, -68.95891274210413 18.414173116445422, -68.96009693738421 18.42002559155494, -68.952540484037 18.420722543881816, -68.95310575958689 18.406862809823977, -68.80713726278742 18.323060359076983, -68.80130077597101 18.369985886587003))"
189806,"POLYGON((-68.57784124893901 18.80834273382149,-68.57795242986256 18.80859681560529,-68.57822084435611 18.808702059726095,-68.57848925884966 18.80859681560529,-68.57860043977321 18.80834273382149,-68.57848925884966 18.80808865203769,-68.57822084435611 18.807983407916886,-68.57795242986256 18.80808865203769,-68.57784124893901 18.80834273382149))"
189823,"POLYGON((-69.91219614881206 18.475027,-69.91230711175595 18.475281081783802,-69.912575 18.475386325904605,-69.91284288824406 18.475281081783802,-69.91295385118795 18.475027,-69.91284288824406 18.4747729182162,-69.912575 18.474667674095397,-69.91230711175595 18.4747729182162,-69.91219614881206 18.475027))"
189827,"POLYGON((-69.89753717542938 18.462974,-69.89764813057722 18.4632280817838,-69.897916 18.463333325904603,-69.89818386942277 18.4632280817838,-69.89829482457061 18.462974,-69.89818386942277 18.462719918216198,-69.897916 18.462614674095395,-69.89764813057722 18.462719918216198,-69.89753717542938 18.462974))"
189824,"POLYGON((-69.91137392498267 18.467898870563214,-69.91148488331527 18.468152952347015,-69.91175276042668 18.46825819646782,-69.91202063753809 18.468152952347015,-69.91213159587069 18.467898870563214,-69.91202063753809 18.467644788779413,-69.91175276042668 18.46753954465861,-69.91148488331527 18.467644788779413,-69.91137392498267 18.467898870563214))"
189786,"POLYGON((-68.60136436181232 18.827286,-68.6014755552631 18.827540081783802,-68.601744 18.827645325904605,-68.6020124447369 18.827540081783802,-68.60212363818768 18.827286,-68.6020124447369 18.8270319182162,-68.601744 18.826926674095397,-68.6014755552631 18.8270319182162,-68.60136436181232 18.827286))"
189783,"POLYGON((-68.53626021418442 18.773312867721966,-68.53637137198211 18.773566949505767,-68.53663973064488 18.77367219362657,-68.53690808930764 18.773566949505767,-68.53701924710533 18.773312867721966,-68.53690808930764 18.773058785938165,-68.53663973064488 18.772953541817362,-68.53637137198211 18.773058785938165,-68.53626021418442 18.773312867721966))"
189820,"POLYGON((-69.93131707207027 18.4644956,-69.93142802820198 18.4647496817838,-69.9316959 18.464854925904604,-69.93196377179801 18.4647496817838,-69.93207472792972 18.4644956,-69.93196377179801 18.4642415182162,-69.9316959 18.464136274095395,-69.93142802820198 18.4642415182162,-69.93131707207027 18.4644956))"
189778,"POLYGON((-68.60894693851182 18.838070607677732,-68.60905813910117 18.838324689461533,-68.6093266010721 18.838429933582336,-68.60959506304303 18.838324689461533,-68.60970626363238 18.838070607677732,-68.60959506304303 18.83781652589393,-68.6093266010721 18.837711281773128,-68.60905813910117 18.83781652589393,-68.60894693851182 18.838070607677732))"
189788,"POLYGON((-68.57089863571396 18.80096021828608,-68.57100981175951 18.80121430006988,-68.57127821447648 18.801319544190683,-68.57154661719345 18.80121430006988,-68.571657793239 18.80096021828608,-68.57154661719345 18.800706136502278,-68.57127821447648 18.800600892381475,-68.57100981175951 18.800706136502278,-68.57089863571396 18.80096021828608))"
193030,"POLYGON((-68.44891861547218 18.714606,-68.4490297346277 18.7148600817838,-68.449298 18.714965325904604,-68.4495662653723 18.7148600817838,-68.44967738452782 18.714606,-68.4495662653723 18.7143519182162,-68.449298 18.714246674095396,-68.4490297346277 18.7143519182162,-68.44891861547218 18.714606))"
